period,cusip,shrs,value_thousands,n_holders
2024-06-30,72346Q104,66796845.0000,4747385666.0000,620
2024-06-30,729132100,25635273.0000,2406458576.0000,394
2024-06-30,739128106,11538941.0000,1568529893.0000,383
2024-06-30,740367404,11035548.0000,705562166.0000,323
2024-06-30,74164M108,31709754.0000,7274745746.0000,605
2024-06-30,74267C106,42419180.0000,457528833.0000,269
2024-06-30,74347M108,87312396.0000,728478450.0000,319
2024-06-30,750236101,142266527.0000,4022741817.0000,473
2024-06-30,751212101,41691487.0000,6669169427.0000,762
2024-06-30,29358P101,54164719.0000,6195790055.0000,629
2024-06-30,29415F104,188514613.0000,3099548474.0000,468
2024-06-30,29977A105,33772148.0000,6590261990.0000,717
2024-06-30,302130109,129056323.0000,14577145420.0000,1325
2024-06-30,31847R102,89641801.0000,4516813028.0000,584
2024-06-30,344849104,93034159.0000,2169666167.0000,438
2024-06-30,34964C106,112665176.0000,7092909348.0000,905
2024-06-30,302941109,34184141.0000,6749662211.0000,610
2024-06-30,360271100,138794565.0000,2282921009.0000,430
2024-06-30,371532102,10208893.0000,240329714.0000,178
2024-06-30,36251C103,40349253.0000,3029773174.0000,424
2024-06-30,388689101,316041842.0000,7713465532.0000,712
2024-06-30,39304D102,43887547.0000,397495566.0000,287
2024-06-30,393657101,31182328.0000,1491922936.0000,355
2024-06-30,398433102,37011530.0000,2165532025.0000,452
2024-06-30,41068X100,110096338.0000,2883242748.0000,525
2024-06-30,410867105,31476514.0000,3541773788.0000,571
2024-06-30,42722X106,27515434.0000,477551616.0000,256
2024-06-30,43940T109,106379191.0000,1086095416.0000,335
2024-06-30,44107P104,718636894.0000,11651831680.0000,924
2024-06-30,443320106,57928050.0000,2410620190.0000,399
2024-06-30,446413106,35940543.0000,7945840737.0000,975
2024-06-30,46571Y107,21916580.0000,473675934.0000,207
2024-06-30,45826H109,38420918.0000,4141636593.0000,486
2024-06-30,45841N107,93653221.0000,10962100915.0000,809
2024-06-30,00766T100,116139234.0000,9773309791.0000,772
2024-06-30,008492100,104232053.0000,5657439888.0000,686
2024-06-30,00912X302,107867478.0000,4898621849.0000,533
2024-06-30,00164V103,39484960.0000,360790827.0000,304
2024-06-30,03071H100,18366956.0000,772682908.0000,279
2024-06-30,032797300,26771116.0000,109755787.0000,198
2024-06-30,75605Y106,107647739.0000,347313949.0000,301
2024-06-30,03820C105,35878299.0000,6585235911.0000,730
2024-06-30,04013V108,22482777.0000,136858794.0000,191
2024-06-30,042735100,53634309.0000,5996575951.0000,666
2024-06-30,04316A108,61012508.0000,2358964120.0000,470
2024-06-30,04621X108,49120117.0000,6967706577.0000,802
2024-06-30,05329W102,24601761.0000,3713583514.0000,636
2024-06-30,G0750C108,219269470.0000,7261177109.0000,569
2024-06-30,054540208,30626523.0000,4114284717.0000,566
2024-06-30,G0692U109,78902761.0000,5024111364.0000,479
2024-06-30,05508R106,51618203.0000,409170025.0000,352
2024-06-30,05988J103,18534380.0000,293239232.0000,231
2024-06-30,099406100,35416346.0000,4291267862.0000,494
2024-06-30,10948C107,96695039.0000,1082073530.0000,247
2024-06-30,759509102,45017400.0000,11044820749.0000,875
2024-06-30,761152107,85459334.0000,15620675240.0000,1149
2024-06-30,76131D103,269765839.0000,18244094915.0000,670
2024-06-30,780287108,55398047.0000,6173538289.0000,680
2024-06-30,806037107,24352149.0000,1035198921.0000,277
2024-06-30,808625107,38965619.0000,4384927627.0000,573
2024-06-30,81619Q105,99584916.0000,2505117581.0000,401
2024-06-30,816300107,51006790.0000,4388867449.0000,483
2024-06-30,81725T100,38630627.0000,2806062115.0000,378
2024-06-30,827048109,73164522.0000,2997211064.0000,472
2024-06-30,82900L102,89068279.0000,2943622277.0000,444
2024-06-30,78440X887,59688483.0000,3281483386.0000,448
2024-06-30,840441109,67882707.0000,4779798327.0000,550
2024-06-30,847215100,28118771.0000,494298127.0000,309
2024-06-30,85208M102,101125691.0000,7933829199.0000,767
2024-06-30,78463M107,36613376.0000,6607745231.0000,679
2024-06-30,85254J102,159553320.0000,5410450395.0000,784
2024-06-30,858119100,128318418.0000,15048578651.0000,1312
2024-06-30,860630102,87312331.0000,6777129329.0000,660
2024-06-30,866683105,54188828.0000,642249808.0000,221
2024-06-30,87157D109,37996039.0000,3298803359.0000,426
2024-06-30,87161C501,124096111.0000,4757827632.0000,571
2024-06-30,875465106,93001031.0000,2443911395.0000,447
2024-06-30,87724P106,100295668.0000,5238931485.0000,571
2024-06-30,88025T102,107874101.0000,4500311833.0000,425
2024-06-30,880770102,160252180.0000,22041096455.0000,1102
2024-06-30,88162G103,48536390.0000,9219639769.0000,867
2024-06-30,88322Q108,93290799.0000,1617787973.0000,365
2024-06-30,88830R101,18930534.0000,298182962.0000,206
2024-06-30,89377M109,33577619.0000,4800924269.0000,500
2024-06-30,896818101,74319352.0000,1115474966.0000,288
2024-06-30,87305R109,100263244.0000,1735773197.0000,322
2024-06-30,90385V107,41086674.0000,1938271789.0000,326
2024-06-30,909907107,96612560.0000,3002427417.0000,444
2024-06-30,912909108,197106516.0000,7305787906.0000,653
2024-06-30,91879Q109,38655914.0000,6801461383.0000,686
2024-06-30,922417100,60486229.0000,2737303622.0000,401
2024-06-30,928298108,131712873.0000,2746609506.0000,410
2024-06-30,516806205,27938332.0000,1228333216.0000,298
2024-06-30,34959J108,331955289.0000,22009420422.0000,1245
2024-06-30,366651107,70581456.0000,30210298032.0000,1351
2024-06-30,380237107,136134438.0000,17514291561.0000,971
2024-06-30,401617105,39791429.0000,687409535.0000,281
2024-06-30,577933104,58836683.0000,4767448642.0000,529
2024-06-30,G7709Q104,316023711.0000,8188432593.0000,609
2024-06-30,05464C101,59846972.0000,16871802897.0000,1174
2024-06-30,192446102,474723593.0000,30635966984.0000,1361
2024-06-30,231561101,31590121.0000,8068863578.0000,802
2024-06-30,29605J106,55393109.0000,3646338413.0000,478
2024-06-30,303250104,21943130.0000,29290963267.0000,1200
2024-06-30,29261A100,95763874.0000,7856156350.0000,728
2024-06-30,29332G102,50074082.0000,435027463.0000,269
2024-06-30,32043P106,786991.0000,6580966.0000,49
2024-06-30,38526M106,27477235.0000,3353692620.0000,609
2024-06-30,093671105,126080490.0000,6378730944.0000,720
2024-06-30,44930G107,23699208.0000,2733319649.0000,409
2024-06-30,49428J109,19197320.0000,404611015.0000,228
2024-06-30,531229748,22750075.0000,835444329.0000,314
2024-06-30,531229409,4020.0000,9936.0000,2
2024-06-30,531229854,8919416.0000,632683221.0000,10
2024-06-30,531229722,58720197.0000,1792619373.0000,394
2024-06-30,57060D108,37302782.0000,6431553024.0000,730
2024-06-30,589889104,60659147.0000,4941752733.0000,501
2024-06-30,835495102,78217605.0000,3837194835.0000,692
2024-06-30,902252105,40054825.0000,18133806318.0000,1044
2024-06-30,981811102,25588052.0000,1173590409.0000,379
2024-06-30,531229888,96117.0000,4132.0000,2
2024-06-30,099502106,116552523.0000,15971289463.0000,1084
2024-06-30,127055101,52258759.0000,4627487530.0000,575
2024-06-30,130788102,48335807.0000,2119816102.0000,435
2024-06-30,378973408,373109828.0000,411295530.0000,279
2024-06-30,45783Q100,4384775.0000,7106202.0000,82
2024-06-30,46131B704,20249307.0000,178530760.0000,200
2024-06-30,58463J304,384049895.0000,1617305298.0000,673
2024-06-30,70432V102,46699879.0000,6423721401.0000,1020
2024-06-30,928881101,148154830.0000,5046716416.0000,714
2024-06-30,941848103,56940387.0000,15722007388.0000,1044
2024-06-30,64110D104,189047670.0000,22093088238.0000,1244
2024-06-30,G66721104,291539693.0000,4831459930.0000,788
2024-06-30,62944T105,2572664.0000,18257273436.0000,959
2024-06-30,G7S00T104,153527083.0000,11270101538.0000,1252
2024-06-30,714046109,109685373.0000,8913107311.0000,761
2024-06-30,73278L105,38775141.0000,11319182005.0000,1127
2024-06-30,74834L100,97053883.0000,12784528700.0000,1220
2024-06-30,758849103,173779382.0000,9949094756.0000,717
2024-06-30,16115Q308,49187678.0000,6851292445.0000,664
2024-06-30,16359R103,14354080.0000,7292259989.0000,812
2024-06-30,169905106,33433442.0000,3856136898.0000,502
2024-06-30,171484108,56910115.0000,7662970003.0000,622
2024-06-30,17888H103,92967497.0000,6249920268.0000,593
2024-06-30,12621E103,100897650.0000,2626007475.0000,445
2024-06-30,198516106,30708461.0000,2236814843.0000,453
2024-06-30,199908104,34230811.0000,9848910745.0000,813
2024-06-30,200525103,90971356.0000,4756793717.0000,810
2024-06-30,20602D101,52200224.0000,3252442545.0000,461
2024-06-30,222795502,143949720.0000,3211854511.0000,487
2024-06-30,224408104,42154934.0000,5631657111.0000,649
2024-06-30,229663109,217989932.0000,9112669489.0000,643
2024-06-30,24906P109,211845119.0000,4654665308.0000,578
2024-06-30,257651109,102201562.0000,6957901164.0000,760
2024-06-30,277276101,44982742.0000,6753019969.0000,675
2024-06-30,29084Q100,43578532.0000,14974267994.0000,1070
2024-06-30,00847J105,25923651.0000,2393773864.0000,397
2024-06-30,011642105,48168810.0000,2924695829.0000,448
2024-06-30,021369103,60134419.0000,5722828150.0000,374
2024-06-30,03152W109,314867208.0000,3073675172.0000,388
2024-06-30,03770N101,54153598.0000,2095113484.0000,201
2024-06-30,045487105,127819397.0000,2586053341.0000,401
2024-06-30,05370A108,111975625.0000,4091045891.0000,302
2024-06-30,00737L103,38195079.0000,2445634491.0000,384
2024-06-30,00486H105,59895088.0000,304448625.0000,232
2024-06-30,00751Y106,64913858.0000,3563357420.0000,589
2024-06-30,00773T101,22991627.0000,499644873.0000,398
2024-06-30,008073108,25035396.0000,4364137091.0000,563
2024-06-30,01988P108,3671490.0000,34537612.0000,11
2024-06-30,011311107,11147455.0000,1754553190.0000,382
2024-06-30,020764106,11236985.0000,3073625327.0000,403
2024-06-30,04208T108,57242271.0000,603672264.0000,305
2024-06-30,023139884,38736475.0000,478256040.0000,285
2024-06-30,024013104,54954584.0000,1122650434.0000,313
2024-06-30,029899101,28446513.0000,2012389183.0000,490
2024-06-30,030506109,15022487.0000,1134563135.0000,341
2024-06-30,457985208,70953220.0000,2000375034.0000,386
2024-06-30,458334109,18458262.0000,1891505864.0000,428
2024-06-30,45867G101,26009182.0000,2877842784.0000,506
2024-06-30,458665304,55262744.0000,761456017.0000,327
2024-06-30,46333X108,171479238.0000,1058276126.0000,337
2024-06-30,466032109,14955124.0000,2304594319.0000,357
2024-06-30,466367109,20295130.0000,938875024.0000,322
2024-06-30,46590V100,82738056.0000,1201926503.0000,307
2024-06-30,800422107,8351803.0000,704596146.0000,287
2024-06-30,483007704,16187839.0000,1381662736.0000,343
2024-06-30,48238T109,106503760.0000,1738523256.0000,324
2024-06-30,488152208,28425249.0000,585574374.0000,275
2024-06-30,489170100,82884379.0000,1902271399.0000,341
2024-06-30,489398107,124196185.0000,1138781834.0000,361
2024-06-30,48251K100,49015593.0000,435569274.0000,223
2024-06-30,49926D109,85599431.0000,1440695481.0000,356
2024-06-30,500255104,128788814.0000,2547199803.0000,536
2024-06-30,50050N103,56058354.0000,3659750984.0000,541
2024-06-30,511656100,21213535.0000,1280393862.0000,333
2024-06-30,50189K103,26829786.0000,2675913967.0000,447
2024-06-30,525558201,20542147.0000,1638333001.0000,406
2024-06-30,527064109,216736657.0000,873191735.0000,339
2024-06-30,50187T106,19994084.0000,1724680382.0000,359
2024-06-30,775711104,251825325.0000,11844357592.0000,918
2024-06-30,832696405,86470821.0000,8987819908.0000,1195
2024-06-30,896239100,226037131.0000,12042546581.0000,955
2024-06-30,902653104,323002647.0000,11441431150.0000,730
2024-06-30,09739D100,38064411.0000,4248603530.0000,566
2024-06-30,127190304,19615103.0000,7823601338.0000,792
2024-06-30,14174T107,143739540.0000,3526978312.0000,490
2024-06-30,147448104,59426708.0000,5460606727.0000,478
2024-06-30,149568107,7837956.0000,2535455493.0000,416
2024-06-30,185123106,188767921.0000,3396510383.0000,343
2024-06-30,22663K107,82467837.0000,3309713635.0000,373
2024-06-30,23285D109,76165202.0000,403480943.0000,201
2024-06-30,258278100,24383677.0000,1996056850.0000,407
2024-06-30,293712105,27818097.0000,1115570457.0000,315
2024-06-30,29670E107,186940484.0000,4872248920.0000,482
2024-06-30,29882P106,54151363.0000,533477817.0000,178
2024-06-30,29975E109,74451583.0000,333699623.0000,238
2024-06-30,319383204,32701911.0000,743255520.0000,244
2024-06-30,343412102,156450174.0000,6624323140.0000,586
2024-06-30,302491303,116566153.0000,6215259838.0000,914
2024-06-30,346375108,75077414.0000,4404814380.0000,487
2024-06-30,G3730V105,95465780.0000,9531600137.0000,443
2024-06-30,39813G109,56926927.0000,582731964.0000,224
2024-06-30,402635502,18632670.0000,2683149217.0000,294
2024-06-30,405024100,55846044.0000,4314465552.0000,476
2024-06-30,40416E103,7987329.0000,724188302.0000,288
2024-06-30,42704L104,26284193.0000,3301959806.0000,423
2024-06-30,451107106,45100791.0000,3798583913.0000,595
2024-06-30,45765U103,36478542.0000,6857982114.0000,526
2024-06-30,459044103,41681392.0000,2272891900.0000,326
2024-06-30,535555106,10245916.0000,1185420895.0000,313
2024-06-30,53635B107,21251782.0000,399456310.0000,211
2024-06-30,53815P108,61845398.0000,1845670183.0000,420
2024-06-30,55305B101,25667635.0000,2887483475.0000,428
2024-06-30,554382101,200446138.0000,2981882564.0000,428
2024-06-30,566324109,23046091.0000,687311394.0000,258
2024-06-30,566330106,22730962.0000,243421203.0000,205
2024-06-30,567908108,18299278.0000,583038879.0000,227
2024-06-30,57638P104,114877256.0000,1577990779.0000,510
2024-06-30,808541106,51803419.0000,836802990.0000,270
2024-06-30,577128101,25058674.0000,614801463.0000,258
2024-06-30,57776J100,71601748.0000,1413950918.0000,330
2024-06-30,58470H101,10413740.0000,206269199.0000,232
2024-06-30,589378108,64763048.0000,1718815222.0000,347
2024-06-30,589400100,23721351.0000,1213387917.0000,352
2024-06-30,59064R109,4890186.0000,421510563.0000,258
2024-06-30,59100U108,22116504.0000,1277680604.0000,336
2024-06-30,591520200,34088111.0000,344481692.0000,249
2024-06-30,55277P104,22144752.0000,1550885604.0000,360
2024-06-30,55303J106,16052797.0000,1175286944.0000,335
2024-06-30,596680108,12749760.0000,579451260.0000,296
2024-06-30,600544100,64017603.0000,1620491851.0000,373
2024-06-30,603158106,31130315.0000,2477554337.0000,432
2024-06-30,60646V105,335986074.0000,2300707687.0000,287
2024-06-30,60786M105,72512241.0000,3967470589.0000,433
2024-06-30,609027107,11744870.0000,781249348.0000,270
2024-06-30,610236101,32321849.0000,690972837.0000,267
2024-06-30,624580106,15122694.0000,359226674.0000,241
2024-06-30,62482R107,56805065.0000,4299289971.0000,500
2024-06-30,624756102,104904970.0000,5681281527.0000,611
2024-06-30,628464109,34233581.0000,442726474.0000,252
2024-06-30,55405W104,15320656.0000,2017796645.0000,404
2024-06-30,62878D100,178335456.0000,2703816125.0000,286
2024-06-30,635017106,21941714.0000,1075722961.0000,328
2024-06-30,635906100,8465588.0000,892729520.0000,276
2024-06-30,637215104,4047596.0000,294923902.0000,221
2024-06-30,63938C108,107121180.0000,1460739931.0000,364
2024-06-30,628778102,28709218.0000,1088876465.0000,292
2024-06-30,63001N106,66725865.0000,1744452889.0000,426
2024-06-30,64115T104,63365536.0000,1127778703.0000,324
2024-06-30,649604840,51401842.0000,292152747.0000,236
2024-06-30,65341D102,19332828.0000,745490658.0000,318
2024-06-30,665531307,106137533.0000,3813897131.0000,489
2024-06-30,66611T108,24167779.0000,224100126.0000,212
2024-06-30,667340103,83779267.0000,949659073.0000,312
2024-06-30,67011P100,107911678.0000,1430465260.0000,397
2024-06-30,92276F100,386837953.0000,18968055845.0000,1026
2024-06-30,98585X104,90192345.0000,3283612010.0000,549
2024-06-30,48123V102,45164964.0000,2456326393.0000,407
2024-06-30,989701107,114569842.0000,4428102420.0000,655
2024-06-30,98980F104,325566715.0000,4037008003.0000,502
2024-06-30,00971T101,142095235.0000,12115109342.0000,1002
2024-06-30,016255101,64514609.0000,14871094794.0000,1131
2024-06-30,G0250X107,780759414.0000,7261167140.0000,883
2024-06-30,031100100,202998561.0000,31096042356.0000,1342
2024-06-30,48242W106,128183025.0000,7978906319.0000,615
2024-06-30,488401100,52607129.0000,2953901530.0000,395
2024-06-30,499049104,151399606.0000,7360542035.0000,676
2024-06-30,501575104,67367962.0000,1811625775.0000,252
2024-06-30,501976104,31942911.0000,233800549.0000,131
2024-06-30,513847103,16832532.0000,2986701798.0000,517
2024-06-30,537008104,23569126.0000,5542471633.0000,610
2024-06-30,546347105,65429481.0000,4919894371.0000,607
2024-06-30,55306N104,69068564.0000,7849639389.0000,634
2024-06-30,61775R105,45243047.0000,1458384154.0000,210
2024-06-30,64119V303,91353180.0000,1213635024.0000,282
2024-06-30,655664100,104283039.0000,2044752180.0000,496
2024-06-30,67080M103,64916652.0000,1226594489.0000,258
2024-06-30,703343103,21828078.0000,2187057860.0000,395
2024-06-30,70509V100,146440634.0000,1786221257.0000,379
2024-06-30,71844V201,96894440.0000,3080430928.0000,503
2024-06-30,739276103,58789943.0000,3916418639.0000,544
2024-06-30,73939C106,134653220.0000,2904291078.0000,291
2024-06-30,693656100,56577890.0000,5674356222.0000,607
2024-06-30,750917106,96069351.0000,5361522912.0000,556
2024-06-30,75960P104,157495843.0000,1884200914.0000,292
2024-06-30,78377T107,56416649.0000,5433829558.0000,518
2024-06-30,805111101,148180459.0000,583818212.0000,193
2024-06-30,78442P106,210966479.0000,4264686196.0000,471
2024-06-30,85225A107,62335870.0000,2536182634.0000,326
2024-06-30,92337F107,82106484.0000,1678693784.0000,362
